"","stars","text"
"66",1,"Worst hotel experience I have ever had. While waiting to check in, I overheard the 2 gentleman in front of me, basically planning their party in the room they were getting and the reception told them where the liquor store was. The reception clerk was nice, and checked us in quickly. That was the best thing about this experience. My wife and I walked into the room and we're immediately hit with a terrible smell, and before we could complain the phone rang in the room, which was the reception desk calling to tell us that she should not have put us in that room because of the smell, and to come to the desk for new keys to a different room, which we obliged. We got our new keys and went to the new room, which smelled better, but looked sketchy, so we pulled back the covers on the bed to see ants crawling around. This was the moment we decided to check out and went right across the street to the Hampton Inn, which was great and highly recommended. We never stayed at this hotel and never will. All I needed was a clean bed to stay in for a few hours so I could catch a flight, but this hotel couldn't even provide that. In fact this hotel just seemed like a party spot for locals and would not feel comfortable even parking my car in the parking lot. It's really a shame that this hotel is like this. It's in a great location and could be nice. Shame on me, as I did not heed the warning signs from the other reviews. Thought it would be okay for a few hours sleep. I was wrong"
"67",5,"Spent three days at the Western Inn. This stay was not planned ahead of time but I am so happy with the result. The rooms are clean and well kept. The staff (family) were very helpful and Davey (father) had a great conversation over a glass of wine he game me. I was pleasantly surprised about Billings in general. The... More"
"68",5,"Our stay here couldn't be any better! We were able to check in a little early with a gentleman that was filling in from the Hampton inn next door. I don't remember his name but the check in process was quick and smooth and he was very nice and informative. The second night we chose to eat at the restaurant... More"
"69",4,"The room was very clean and the staff was very friendly and helpful. Great location, many vineyards are just 10-15min away (ask for vouchers for wine tasting at the reception). The hotel and the rooms are very basic but perfect for a short stay in Napa. Great value for the price you pay. I would defintely come back.Thank you for your review and we are glad you enjoyed your stay. We will see you again the next time in the area."
"70",5,"Great Hotel, wonderful location and good shops and GREAT restaurants (not just fast-food) within walking distance! Easy drive to the beaches and to 'outlet-shops' if you wish. Away from the crowds closer to LA."
"71",5,"My experience at the Quality Inn and Suites in Ashland, Virginia was wonderful. From the time I entered the hotel till I checked out, the staff was very friendly and helpful. The room was really inviting with modern decor with pleasing restful colors. The bed was really comfortable with lots of pillows. The full, hot breakfast was delicious with a... More"
"72",5,"Location, cleanliness, service great! Loved the pool and spa! Only problem was an extra charge on my debit card that they did not tell me about, will call and straighten it out tomorrow!"
"73",5,"loved the customer service. Kudos to Dawn for making our anniversary extra special in the oceanfront room. Great placed within easy walking distance of Catch 31 and Sushi. Will definitely stay here again!!"
"74",4,"The hotel staff was extremely friendly and accomodating. The hallways were somewhat dirty(rugs not vacuumed on a regular basis)The food was okay which is fine since we ate out alot. I would definitely stay again."
"75",4,"Bad: missed not having a pool or somewhere to sit out and read. we were next to the railway so the train was noisy but we got used to it. Good: loved the food. beds very comfortable. excellent value."
"76",5,"We stay at this hotel any time we go to Nashville. Friendly Staff.. very nice rooms... good price. We love being close to so many nice restaurants and the Opry Mills Mall! We stay here with our children and their families every Thanksgiving weekend. Perfect for us!!!!"
"77",5,"My daughter and I went to Texas for a concert at the Verizon and chose this hotel based on location, reviews, and previous experience with Hampton Inn Suites. The mattresses were so comfortable and no evidence of bedbugs. The staff was great. The breakfast was delicious. I wish we could have stayed longer."
"78",5,"Love the hotel, staff, rates, amenities and location. Overall great and worth the . I would highly recommend this location to everyone and will stay here every time we are in the area."
"79",5,"This is a very economical motel, great location, great service, clean (although floors could have been a little cleaner but it's tiles with sandy environment so ....), and free parking. Close to many restaurants and pubs, and beach. I would def stay here again for the price point (if you are not looking for a fancy hotel type)"
"80",3,"Fruhstuck inklusive, zwar grosse Auswahl, allerdings in Pappbechern und Papptellern in Selbstbedienung ! Es gibt einen Aussenpool, der in der heissen Saison hilfreich ist, allerdings nicht sonderlich schon gepflegt."
"81",5,"comfortable and hospitable...would definitely stay here again....a great value!"
"82",5,"Bad: Couldn't accept my prepaid credit card so had to pay cash, walking round with large sums of cash, even just across the road, didn't make me feel particularly safe. Good: Great restaurant downstairs, room clean and modern, shower was like standing under a waterfall."
"83",4,"I enjoyed my stay at this apartment(even though they were still renovating). The place was very nice,spacious and you didn't feel as though you were bumping heads with others in the apartment. It was like a home away from home."
"84",1,"I read the Trip Advisor reviews prior to making reservations for a 3-day stay and felt comfortable with the anticipated accommodations. Now I am doubting if we stayed at the same place! Cannot comprehend all the high praise given this hotel/inn. The check in area is small and poorly lit. I feel sorry for the staff working in such an... More"
"85",4,"This is a nice property, just by the lake union. The folks at the front desk were warm, friendly and helpful. I really liked this gentleman who would even strain his neck if there are lots of people at the reception and and peek out to say welcome back! when I return from office! Ha!There are a lots of eateries by the lake, so that's a win too.Some improvement opportunities - this is the only hotel where I found the housekeeping would just keep the bed and bath but wouldn't clear out used glasses, plates, soda cans etc. Those stuff were there on the table even after housekeeping was done.It would be great to have some variety in their room service. Especially if it rains, people opt to stay in have some food and I found the bistro options very limited.Also, the bistro staff were either very nice or made a bad impression - for instance, this one lady with a curly bobbed hair appeared very rude and made me feel like I am serving her when she came to deliver my food and in another instance, this one man appeared oh so friendly, almost too friendly and the moment I signed the receipt he was looking for the tip amount - making the whole thing feel like a forced show to get tip rather than genuine hospitality.But yea, the property is great and everything is at walkable or short driving distance. Overall 4 star experience."
"86",5,"We pick the Aria for laid back location and the modern feel. The staff seems to care. Yes we lost all our gambling funds but the atmosphere and vibe was worth it. It is a special place..great for the modern crowd but not extremely trendy..."
"87",5,"Spent 3 nights during spring break in 4 bedroom/3 bath condo. The size of condo is good and views are excellent. We had breakfast at Captains cafe and was really good. The indoor water park in both towers are really great specially with warm water. The tiki bar was OK as drinks were watered down. The customer service is exceptional,... More"
"88",4,"GORGEOUS hotel. So many beautiful details in every space. The restaurants and bars are great, and there are several cute boutiques as well. Two downsides, the shuttle never seemed to be running and there is no coffee maker in the room."
"89",4,"Beautiful modern room with water view. Close to new Dinosaur BBQ resteraunt. Staff was great as was free breakfast. Shower was luke warm and parking and on site food/ bar was a little pricey."
"90",3,"We attended a swim conference at the University for three days. This our first visit to the Dunkirk, Fredonia area. We enjoyed the stay and the closeness of the motel to our destination. The area around the campus is beautiful. We found great places to eat."
"91",4,"Bad: Closest parking was a 4-5 minute walk away for 28 overnight. Closer parking is available for 48 overnight. Good: Great neighborhood on Boylston and a block from Newbury St. Plenty of restaurants and bars within walking distance to choose from. It is one of the better values compared to other hotels in Boston. Half a block from the Copley T station if you want to get to another part of the city. 15- 20 minute walk to Fenway Park for the Sox game."
"92",5,"A shopping trip with my cousin. Two day stay at the Hampton. Outlets were close by and we had a very nice stay. We will return. The beds were so clean and comfortable. Breakfast was very good and lots to choose from. Staff was very nice and helpful."
"93",4,"Very nice, new hotel in neighborhood convenient to Fell's Point and Little Italy. Hotel was still under construction... lobby bar and restaurant/shops attached around corner did not seem to be open yet, for example."
"94",5,"The rooms were very nice and spacious! The workers were friendly and very calm even though it was a big event going on in the city. The rooms were very clean and comfy beds. I enjoyed my stay overall.Clean and comfy is music to our ears. Thanks for the great review and we hope you get back to Aloft New Orleans Downtown!"
"95",2,"Pillows are uncomfortable Spotted babies cockroaches in kitten. No utensils. So prepare to bring things you need."
"96",2,"The room smelled of old smoke and room freshener!!! Bare essentials for the stay... remote setting from the main building with parking unavailable nearby. Scary and totally disappointing!"
"97",5,"We stayed here wilt our grandson and his Dalmatian dog and we had a terrific stay! Julia was joking with our grandson about how big the dog was and he thought that was great, everyday when we got back to the hotel he was looking for her to talk to about what he and the dog did, and by the end of our stay he was hugging her goodbye. Housekeeping was also terrific, never ran out of anything. Keep up the good worklwill789,Thank you for choosing to stay at Hyatt House during your recent trip to Seattle and for taking the time to share your experience on TripAdvisor. We are thrilled to hear that you, your grandson and his Dalmatian dog created wonderful memories throughout Seattle and utilized the amenities within our beautiful new hotel. I will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. We are always trying to leave our guests with lasting memorable experiences. Please let us know when you plan on returning to Seattle as we would love to you welcome you as our guest again!Sarah Junge"
"98",5,"It was very nice. The staff was professional and friendly. The free breakfast was a nice treat."
"99",1,"I hate to give a bad review but this was such a bad experience i would hate for anyone to go through what i did. I booked a room for me and my other half for valentines day, got us a kingsize bed with a water view, got to check in at around 5 but told they over booked and no longer had my room available, keep in mind i booked my room a month ago... i was givin a room with two queen size beds that felt like a full Bad start to my romantic plans, after getting to our room we decided to go eat at the hotel restaurant fuego where we were greeted with a rude host that said since we had no reservation we had to sit inside, we said that fine yoy can see the water from anywhere inside it seemed, then she says its 95 per person but didnt tell us why just handed us the menu and said its the valentine menu. Already irritated from check in, now this chick, we changed our minds and said we can order room service... got some food that took an hour to arrive and it was not the best for 100, 3 tacos a quesadilla 2 salds and 2 cokes. We then decided to go for a walk that was nice with beautiful views, we started feeling good after some wine and craved a cigar... know there is no stores close by you have to go back accross the bridge in your car to get anything like that. Overall bad"
"100",5,"Great hotel, great staff"
"101",4,"The Days Inn Portage was just what I needed for a very quick overnight stay in the area before an event. The room was comfortable and I thought the rate was very reasonable for the area. The pool looked nice and I was sorry I didn't bring a swimsuit even though I didn't have time! The front desk was very... More"
"102",2,"The hotel was nice but a bit old. The air conditioning did not work well in either of the rooms in which we stayed. In the evening we were told breakfast was available in the hotel. In the morning we were told our rooms did not include breakfast and it appeared that only high end rooms quailfied for breakfast. So we had to leave the hotel to eat. Over all I was dissatisfied and would not stay at this hotel again."
"103",5,"Beautiful property and every staff member I encountered (front desk, housekeeping, breakfast hosts and GM) provided beyond excellent customer service! It's also conveniently located near restaurants, grocery stores starbucks and is a short drive to the freeways. I will definitely be back!"
"104",1,"It the worse motel in Baton Rouge LA.it has bedbugs don't rent from them the rooms are nasty rotten mattresses in them the owner gets rude when you tell her about it the health board should be notified cause there is black mold in rm 5 along with bedbugs"
"105",4,"Bad: Room is on the small side. I was on one of the back rooms. There are no views and other buildings can see inside your room since windows are high. Breakfast is not attended and no hot option. Very narrow corridors. Good: The decor of the room is very modern and pleasing with sound equipment for those that want to listen to music with speakers on the wall. Floor of shower is non-slippery. Decor of the bathroom is also very nice. Location is outstanding with Copley subway station accross the street as well as bus stop. Restuarants and shops in Newbury Street one block away. Bagels and donuts in breakfast were fresh."
"106",5,"All employees were super friendly and accommodating, the rooms are clean, and overall an excellent experience! Would recommend highly. Good value as well. One of the nicer hotels in Anderson. Close to the casino.Thank you so much for your lovely feedback, hope to see you soon."
"107",5,"I recently rented a one bedroom Metropolitan Suite at The London for an intimate 40th Surprise Birthday Party for my husband and all he could say the entire weekend was WoW'. The service was EXCELLENT, we live in Los Angeles and now feel like The London is a gem of the city. My husband has a very specific diet and... More"
"108",5,"The room was very clean and bathroom was spacious and luxurious. We are very satisfied staying here."
"109",4,"My family I have stayed in the Comfort Suites on Western Plaza 3 times now. Each time I am reminded of how much we like the hotel's appearance, open interior layout large rooms. We have always stayed in a room with 2 beds a sofa sleeper. Even though the hotel is located just off of I-40, the... More"
"110",5,"Bad: The TV was on in the lounge during breakfast, tuned to GMA and Kelly Ripa-terrible shows, too loud, couldn't find a remote. It would be better on close caption with no sound or another channel, or have the remote so that breakfasters can change it. Thanks!. Good: Atmosphere. Location."
"111",4,"We were for a week with our eleven month baby and it was a nice experience. The room was spacious and the baby had space for play and walk. The pool was clean and safe. The hotel people were very friendly, outstanding of all our needs."
"112",2,"Staff was friendly and informative... However... Room was a little dirty. Curtains were severly stained and carpet was filthy. Walked around with socks and within a few steps to the bathroom socks were black. Smelled humid and hallway was dirty."
"113",4,"I stayed here for one night while passing through Virginia. I had a comfortable second-floor room in which I slept well. Despite being close to the highway the place was quiet. In the morning a basic breakfast was available. On arrival I found that the ac in my room did not work but it was quickly fixed. I was not... More"
"114",5,"Bad: Maybe it was just my room but the fridge was kind of hard to reach. Good: I loved the room I was in. The hotel itself is gorgeous and the room was quite cozy. The location was perfect as well. I would definitely stay here again."
"115",5,"nice and clean, comfortable bed, friendly staff. Traveled for business and just stayed for one night. Breakfast was simple and sufficient a Danish, cup of coffee and orange juice. They provided all basic necessities ...."
